county,year,month,num_of_inmates,num_of_inmate_days,cost_in_dollars,link
maverick,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
mcculloch,2012,june,2,36,1512,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
mclennan,2012,june,93,2087,99508.16,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
mcmullen,2012,june,1,31,1395,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
medina,2012,june,6,156,8548.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
menard,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
midland,2012,june,35,347,15521.31,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
milam,2012,june,7,136,6392,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
mills,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
mitchell,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
montague,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
montgomery,2012,june,82,1323,57047.759999999995,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
moore,2012,june,16,356,33439.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
morris,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
motley,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
nacogdoches,2012,june,25,436,16219.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
navarro,2012,june,16,352,16325.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
newton,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
nolan,2012,june,1,3,132,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
nueces,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
ochiltree,2012,june,13,322,15439.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
oldham,2012,june,1,3,179.73,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
orange,2012,june,5,279,10532.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
palo pinto,2012,june,2,4,138.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
panola,2012,june,4,34,1564,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
parker,2012,june,21,244,10467.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
parmer,2012,june,14,313,9199.07,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
pecos,2012,june,3,77,3080,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
polk,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
potter,2012,june,50,1154,50672.14,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
presidio,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
rains,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
randall,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
reagan,2012,june,3,39,1430.1299999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
real,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
red river,2012,june,5,22,528.66,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
reeves,2012,june,9,75,2789.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
refugio,2012,june,1,4,198.12,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
roberts,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
robertson,2012,june,2,5,338.55,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
rockwall,2012,june,18,388,5191.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
runnels,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
rusk,2012,june,9,130,2454.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
sabine,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
san augustine,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
san jacinto,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
san patricio,2012,june,1,31,1075.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
san saba,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
schleicher,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
scurry,2012,june,2,26,2587,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
shackelford,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
shelby,2012,june,3,74,3478,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
sherman,2012,june,5,72,5359.68,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
smith,2012,june,23,561,32291.16,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
somervell,2012,june,2,59,2242,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
starr,2012,june,21,246,5554.68,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
stephens,2012,june,1,31,1519,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
sterling,2012,june,1,31,1302,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
stonewall,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
sutton,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
swisher,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
tarrant,2012,june,276,6085,251249.65,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
taylor,2012,june,5,100,2590,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
terrell,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
terry,2012,june,3,44,2491.2799999999997,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
throckmorton,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
titus,2012,june,23,549,15097.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
tom green,2012,june,2,62,2604,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
travis,2012,june,510,9467,995549.72,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
trinity,2012,june,1,3,114,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
tyler,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
upshur,2012,june,2,62,1427.86,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
upton,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
uvalde,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
val verde (private facility),2012,june,9,247,12490.79,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
van zandt,2012,june,5,145,3991.8500000000004,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
victoria,2012,june,24,224,8547.84,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
walker,2012,june,11,338,10964.720000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
waller,2012,june,21,526,19388.36,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
ward,2012,june,2,36,1244.1599999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
washington,2012,june,17,285,9764.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
webb,2012,june,91,939,52414.98,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wharton,2012,june,7,121,6050,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wheeler,2012,june,3,79,14864.640000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wichita,2012,june,15,362,16644.760000000002,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wilbarger,2012,june,1,25,1047,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
willacy,2012,june,3,58,1789.8799999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
williamson,2012,june,104,1623,78780.42,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wilson,2012,june,1,5,245,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
winkler,2012,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wise,2012,june,6,160,4078.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
wood,2012,june,1,9,388.71,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
yoakum,2012,june,3,74,3470.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
young,2012,june,2,62,1423.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
zapata,2012,june,17,421,10466.06,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
zavala,2012,june,2,62,1816.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 12.pdf
anderson,2012,may,1,10,220,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
andrews,2012,may,1,2,105.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
angelina,2012,may,3,90,4198.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
aransas,2012,may,10,19,786.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
archer,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
armstrong,2012,may,1,5,336.35,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
atascosa,2012,may,4,39,2067,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
austin,2012,may,6,140,6720,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bailey,2012,may,6,118,4570.14,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bandera,2012,may,1,24,1006.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bastrop,2012,may,34,583,25931.84,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
baylor,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bee,2012,may,1,30,740.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bell,2012,may,53,1045,60223.350000000006,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bexar,2012,may,335,6278,288788,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
blanco,2012,may,3,37,2294,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bosque,2012,may,3,34,1669.74,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
bowie (private facility),2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
brazoria,2012,may,53,1151,39145.51,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
brazos,2012,may,71,1361,34133.880000000005,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
brewster,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
briscoe,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
brooks,2012,may,8,68,2657.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
brown,2012,may,4,65,1820,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
burleson,2012,may,3,59,2019.57,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
burnet (private facility),2012,may,9,170,9344.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
caldwell,2012,may,2,32,1018.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
calhoun,2012,may,6,95,3778.15,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
callahan,2012,may,1,2,144,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
cameron,2012,may,260,5106,237990.66,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
camp,2012,may,1,9,354.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
carson,2012,may,10,270,6750,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
cass,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
castro,2012,may,1,22,1244.54,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
chambers,2012,may,4,58,1477.26,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
cherokee,2012,may,8,203,6161.05,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
childress,2012,may,7,11,286,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
clay,2012,may,1,30,1776.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
cochran,2012,may,1,23,920,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
coke,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
coleman,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
collin,2012,may,131,2729,137514.31,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
collingsworth,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
colorado,2012,may,22,374,14638.359999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
comal,2012,may,31,459,29398.95,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
comanche,2012,may,2,60,1889.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
concho,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
cooke,2012,may,5,150,6375,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
coryell,2012,may,7,113,7298.67,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
cottle,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
crane,2012,may,1,30,1061.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
crockett,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
crosby,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
culberson,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
dallam,2012,may,14,261,12481.02,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
dallas,2012,may,475,10131,600768.3,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
dawson,2012,may,1,10,450.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
deaf smith,2012,may,21,264,9366.720000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
delta,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
denton,2012,may,165,3603,163360.02,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
dewitt,2012,may,3,13,343.33,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
dickens,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
dimmit,2012,may,7,143,4305.73,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
donley,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
duval,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
eastland,2012,may,1,15,502.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
ector,2012,may,29,617,23624.93,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
edwards,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
el paso,2012,may,179,3733,281393.54,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
ellis,2012,may,24,626,28170,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
erath,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
falls,2012,may,5,22,583,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
fannin (private facility - 1),2012,may,1,12,420,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
fannin (private facility - 2),2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
fayette,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
fisher,2012,may,1,2,99.86,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
floyd,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
foard,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
fort bend,2012,may,98,2197,91131.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
franklin,2012,may,1,26,391.82,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
freestone,2012,may,4,60,2280,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
frio (private facility),2012,may,4,100,2800,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
gaines,2012,may,6,89,10117.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
galveston,2012,may,26,697,33497.82,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
garza,2012,may,1,30,1033.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
gillespie,2012,may,8,183,30246.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
glasscock,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
goliad,2012,may,1,11,495,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
gonzales,2012,may,8,215,8180.75,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
gray,2012,may,7,97,4268,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
grayson,2012,may,17,428,25038,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
gregg,2012,may,17,249,7704.06,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
grimes,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
guadalupe,2012,may,37,407,15266.57,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hale,2012,may,6,136,5168,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hall,2012,may,11,22,1420.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hamilton,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hansford,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hardeman,2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hardin,2012,may,4,94,2231.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
harris,2012,may,1263,27467,2060025,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
harrison,2012,may,10,144,4701.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
haskell (private facility),2012,may,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hays,2012,may,36,686,45632.719999999994,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hemphill,2012,may,1,17,1349.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
henderson,2012,may,7,156,4271.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hidalgo,2012,may,276,4868,246369.47999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hill,2012,may,2,46,1257.1799999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
hockley,2012,may,4,95,4061.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report May 12.pdf
